review,sentiment
"the script was so bad.... they under utilized Christian Bale's acting skills. They needed to give him more lines and cut down on the romance part cringe parts... what the movie could have been with the Necro sword and the villain Gorr. Also, I did not like their depiction of Zeus... sheesh",negative
Movie is totally Disappointment,negative
Total disappointment. Thor has become a parody of himself sadly.,negative
The worst movie I've ever seen. You made Thor 2 and The Eternals seem amazing in comparison!,negative
Totally wasted,negative
This movie was so bad I was cringing at times. Not once but many times. Could have been so better instead of trying to be a joke. I just watched it and had to see the trailer to try and understand how they hyped such garbage. A generous 4/10 from me.,negative
With a legend like Christian bale the movies is just a waste. Bale tried it best but movie is failure not bale. We still love you bale.,negative
"Every marvel movie now is one giant commercial for Disney , the lame music doesn't help either , in the beginning when Thor was in a war they make it into a fuckin comedy , way to go, marvel movies suck thanks to Disney",negative
I like this movie. I LOVE Marvel! I LOVE Thor! ❤️,positive
Such wasted potential.,negative
"This movie had the potential, but it turned out to be a borefest!",negative
Disgusting this was the worst movie I ever seen!!!!!!! Shame on all involved!!!,negative
"This was such an awful film. Its really bad. Reduce one of the most important MCU characters, ""BRING ME THANOS"" to this. It's beyond belief, and you can understand why the MCU is struggling now.",negative
This movie turned out to be horrible,negative
"The worse Thor ever, it's crap it destroys everything that the original and genuine Thor was. This is a cheap comical knockoff.",negative
"Pure garbage and I can't believe I broke down and watched it! Nothing but, empowered women and catering to the alphabet people🤮🤮🤮🤮🤮",negative
"by far the worst marvel movie I've seen, why would they make the goats scream like that. One major mistake among many",negative
Worse and stupid movie ever,negative
Looks silly,negative
Biggest disappointment of MCU history 🤷🏾‍♂️,negative
I hate this Thor. They really turned him into a clown.,negative
He is too goofy in this movie. I couldn't finish the movie because of that,negative
Ruined his character this this goofy persona. Good job Hollywood.,negative
"This movie sucked, I don't know how taika can direct a movie this bad after directing Thor Ragnarok.",negative
Biggest trash ever.,negative
"I still enjoyed this movie, hopefully we get to see more Natalie Portman",positive
"Why do they always need to add a female for every super male character?? It’s soo dam annoying, they try to make it seem like women are just as powerful but no, physically or mentally men will triumph especially in marvel movies. They need to stop with these female superhero’s, seriously.",negative
To bad this was rubbish,negative
we'll this movie sucked,negative
This is so dumb.,negative
The biggest disappointment for Marvel fans,negative
"Gorr was awesome, the rest of the movie was literally the worst movie ever.",negative
"Horrible, i couldn't even finish 30 minutes, they ruined it with the “ comedy”, i turned it off when Thor was speaking to his people after the children were abducted, i mean the da*n children were abducted and ya'll still making comedy",negative
Waste of time,negative
Worst Thor movie. Waste of time to see a lot of jokes and nothing more.,negative
Such a disappointment of a movie I was really hoping to see what Thor would become after endgame but he became a non serious goofy character that no one wants,negative
Horrible movie.,negative
This movie is trash ..4/10,negative
"A waste of money, resources and good actors.",negative
I have never thought it was possible to produce such a horrible movie. This is an insult to all Marvel fans. The comedy in this movie is written by and for retards.,negative
"Shame the movie was trash, the trailer was ok but nothing amazing",negative
"This movie is going to be a blast, and Gorr looks terrifying! Can't wait for this one ⚡",positive
"“YOU FLICKED TOO HARD, DAMMIT!” So excited for this movie.",positive
"I love how all the environments are so, so colorful bright, and then Gorr is just the absense of all color, what a contrast",positive
"This trailer shows how beautiful the movie is gonna be, all the different worlds and it's richness are something else.",positive
the Mandarin was the biggest dissapointment for me. Marvel WTF have you done :'(,negative
Terrible film.I like Downey but this movie is terrible.As a comic book fan my favorite is Iron Man and I am 60.I don't believe the movies did justice to Tony Stark.,negative
This movie was incredible I had chills the entire time I watched it,positive
"This one of my favorite movies of the year, I don't care what other people say. This movie was a huge improvement over Iron Man 2.",positive
Iron man 3 was TOTALLY AWESOME!!!,positive
How was this the best movie you have seen in a while? The story line made no sense whatsoever. One of the biggest letdowns of the year.,negative
At 1:43 is the the Hulk grabing on to IRonman's legs? There is a HulkBuster suit in the movie so I guess it could be. If you enlarge the trailer to full screen size you can tell what ever it is at 1:43 of this trailer it is BIG and green.,neutral
It has already been named through various merchandise as the Iron Patriot. The war machine is a recolour of Iron Patriot's design but I don't think it'll be featured in the film,neutral
"holy shit....I tought the film will be an disaster, drama...But the ending make me watch the film. Goodjob",positive
"What an ending, What a movie. It was just fantastic",positive
"It's unfair for people to judge the movie due to the Mandarin. As a reader of the comic, though the movie does not follow the comic, the movie's plot and storyline is still really awesome and unexpected. It is a movie worth watching whether you read the comic or not.",positive
Its kind of a mix. Iron Patriot is normally an antagonist because Norman Osbourne is in the Iron Patriot suit. Rhodes is war machine but because Osbourne is Sony's property were left with a huge character change so he is like Iron war patriot machine. :P,neutral
Not exactly everyone will love this movie.But yes it seeriously sucks.No offense,negative
"I don't know why people hate it because he's not wearing his suit most of the time. There would be no character development if he was just always in his suit and just owning everyone with little effort. The fact that he had to struggle builds character. That's more important to the plot than just blowing everything up. If you want that, watch a Michael Bay movie.",positive
"This one of my favorite movies of the year, I don't care what other people say. This movie was a huge improvement over Iron Man 2. ",positive
best one in the series. NO ONE can replace RDJ as Tony Stark because he IS Tony Stark,positive
And in this movie you will clearly see Tony Stark destroying 60 Iron man costumes per second .,neutral
Iron man 3 is the best movie yet;],positive
"This will be the BEST Iron Man yet, And the last two were were pretty damn good.",positive
"It's pretty cool to see how the suit and him have evolved.  He could barley control it in the first movie, now he's jumping off of bridges into them and shit.  He might rely on his gadgets but he has the balls to use them.",positive
Damn this is the best trailer I've seen to date. I'm ready to see the movie!,positive
"The ending of this trailer's the best moment in the marvel cinematic universe.
So far",positive
"It's unfair for people to judge the movie due to the Mandarin. As a reader of the comic, though the movie does not follow the comic, the movie's plot and storyline is still really awesome and unexpected. It is a movie worth watching whether you read the comic or not.",positive
when a trailer gives you goosebumps you know it's gunna be goood,positive
The humor/action everything perfect!! definite watch! :),positive
the action sequences in this movie were AMAZING! omg. ,positive
"Its a awesome trailer, but the movie sucks",negative
"I'm not dogging the movie, the approach was... admirable. Really, I feel like the trailer was misleading.... It gave a good perspective of the ""take off the suit and what are you"" question... But I think it could have been written better. The first Iron Man will always be the best.",negative
when the evil green hooded guy takes his hood off he has captain americans shield tatooed on his neck.,neutral
"In the first movie, the final battle was against another person in an iron man suit. They introduced war machine in the 2nd movie. In the 3rd movie he makes a suit for Pepper only to protect her, not shown in this trailer. The suits shown at the end are sentient suits. There is not one in the suits. That's what makes this trailer so amazing. ",positive
If anyone is pondering whether to see this or not. You should. It is a very good film filled with action and loads of character development. Which is always a good thing.,positive
"In retrospect, I can totally imagine the guys who planned how they were going to market the movie to be giggling incessantly and rubbing their hands together whenever someone watched the trailer and thought it would be the ""dark"" chapter of Tony Stark's life.",negative
you're maybe not matured enough to handle the dark knight rises movie and plot developement. get lost and play the power rangers toys dumbass,negative
And in this movie you will clearly see Tony Stark destroying 60 Iron man costumes per second .,neutral
whats the song name in the begninng,neutral
I think I saw a parody of this in the theatres...,neutral
Are u crazy? Comic is for Nerd. The movies are amazing because of the great cast.,positive
no i saw your comment and saw the movie and there is smartphone,neutral
avengers was way better and i didnt even like it.,negative
"Utterly disappointed, a great talent wasted :(",negative
"says this is the best ironman movie out of the 3 on some movie sites, its the worst by far, plus they got the mandarin all wrong, the bad was really just a bad version of the human torch, it shoulda been called tony stark not ironman cause the movie goes about an hour and a half with no ironman, yawn!",negative
I thought Ironman I was terrfic.  II?  Don't so much.  My son and I are going this weekend.  Love reading through the YT comments to know what I'm in for.,neutral
A disappointing movie.,negative
This movie sucks to be honest. Only iron man fanboys would tell you it's good,negative
Saw part3 yesterday MAJOR LETDOWN!,negative
"if you watch the thor movie trailer, you'll see that it's the same song :)",neutral
"Expecting a Villain Epic, intelligent, cruel, ruthless take Hero to despair was not the mockery. Disappointing movie, zero emotion. If this was the last, is a terrible end.",negative
credits were too long to wait. what was it?,neutral
"This movie is amazing, saw it yesterday, one of the best comic book movies ever, most amazing twist, gave life to the movie, made me cry almost, genuinely gripping and fantastic at worst. Bravo Shane Black!!",positive
"I unfortunately hate this movie. In my opinion I think the mandarin part the twist is really out of place and ruins the villain in the movie. in the beginning It felt like he was a real villain kind of like the joker in the dark knight. You get this presence of a real threat even depicted in the trailers. But when the twist came, I Lost interest in the movie entireley. It is not as good as the original.",negative
"So many flaws in the movie, it doesn't deserve the praise it gets. It was entertaining and better from the second one but nothing more than that.",negative
one word to describe this movie after I watched it.....EPIC!!!!!!!!!!!!,positive
"My 5 year old, 7 year old and 8 year old have seen the other Iron Men movies...is this one okay for them too?  Or is it too dark?",neutral
Ive seen this movie and no it is not the worst. Its the best iron man to me but that could be cause of the hype of a new movie. and if your thinking that because the mandarin sounds like a lame joker watch the movie ;) theres a suprise inside.,positive
"Stop bitching about the movie. Just because a superhero movie took a different turn than the rest, doesn't mean you have to be spoonfed all your storylines. You were fooled, the reason why you didn't like it was because you weren't expecting the things that happened to actually happen. Tony Stark is a stronger character because of this movie.",positive
the Mandarin was right!!! I didn't see him coming!!!! really good movie!!!!,positive
"I didn't like it at all, most of the people i know didn't like it either. Bad movie with a lot of hype. Don't waste your money.",negative
"ohh this movie was good!...just wish the mandarin took the complete role as the true villian! the character was crazy,with the hoody Robe plus the voice nnd d way he talked,ohh i could imagine how epic he would have if they developed his character into the main villian.",positive
"For the ones who haven't seen it, the trailers are so much better than the final product. There's a twist right in the middle of the movie that makes this the worst Marvel film to date. 
It's an OK movie, maybe an OK Marvel film, but is an awful Iron Man movie.
If other movies of Marvel's Phase Two are anywhere near this, Disney can start crumbling because DC and Warner are coming strong.
PS: I'm a fan of both companies",negative
this is the uk trailer,neutral
"1:50 The musical transition here is just so perfect. It went from despair to hope, using the last note of a dark tone and bringing in the first note of the avengers theme. I get goosebumps watching this back because when you saw that avengers logo and hear the theme ring in, you just feel everything that had built up to this point in the MCU.",positive
One of the cleanest trailers ever. They foreshadowed so much without us knowing he made a conversation that really never happened and just the blending of the music sound effects everything. Just an amazing trailer,positive
1 year has passed since this trailer came out. Still gives goosebumps,positive
I feel like this movie is gonna break some records,positive
I could watch this trailer everyday for the rest of my life and still get chill bumps every time,positive
I got goosebumps all over my body till the trailer ended!,positive
"This film is going to gross all the money. As in literally everything. Everything in your bank account, everything in the parking meters, those coins stuck between your couch. Everything. All the money ever in the existence of everything.",positive
Do you guys remember the time when Soul stone was the biggest mystery? and Some people made theories that Soul stone was in Wakanda.,neutral
Still the best movie and trailer to this day. Barely knew the frachise at that point. Got me so hyped back then.,positive
"i just wanna see robert say ""no shit sherlock"" to benedict and they get very confused",neutral
Tony's gonna be salty because Peter's gonna start obsessing over the other Peter (Star-Lord),neutral
The trauma and powerlessness I had after watching this movie will never be topped 🥺🥺 What a villain,positive
"Oh wow, I can't wait to see this movie!! It's going to be completely awesome!!",positive
Its amazing how this trailer created a conversation between tony and gamora that never happened,positive
"Tony: tell me his name again 
Gamora: Thanos
Subtitle: Santos""",neutral
"It's 2023. Sometimes I still come back and re-watch these trailers, to remind myself of how unbelievably exciting this time in the MCU was. I hope I get to feel this again in my lifetime.",positive
"THIS was the MCU at its peak. The theories, the first time cross overs, thinking Cap was gonna die, seeing the GOTG mix with the Avengers and the pure might of Thanos. Nothing will top it. Star Wars of this generation.",positive
"Thanos: When I m done half of humanity will still exist
Coronavirus: My turn""",neutral
"This was the peak of the mcu, my god I still get pumped from watching this.",positive
"I honestly don’t believe any media will ever achieve the level of worldwide hype and anticipation that Infinity War and brought. Even as the MCU expands into phase 4 and beyond, this was truly a once in a lifetime experience",positive
"Take my money, Marvel. DO IT!!!!!!!!""",positive
No body....No body in their right mind has ANY idea.....how ready my body is for this movie…,positive
You know a trailer is good if you’re back watching this 3 yrs later and still get excited.😎,positive
"“How many times are you going to watch that trailer?”
Me : “I could do this all day”",positive
"Don't get me wrong, Endgame was epic but nothing will ever beat seeing infinity war for the first time",positive
Nostalgia. I miss the hype,neutral
Even after 4 years this trailer still gives me chills 🥶,positive
Coronavirus: when I'm done half of humanity will still exist.,neutral
The hype for the movie was once in a lifetime experience,positive
"Not gonna lie but this is probably the best MCU trailer ever made
still revisiting it years later",positive
"The hype, the feeling and everything was just so perfect with this and endgame. The infinity saga and its 14 year build up was peak MCU and one of the best things to happen in cinema history",positive
Remember when people thought Cap was the soul stone because of his eyes....,neutral
"Drax is not dead,you just cant see him",neutral
"Tom Holland's performance as spiderman completely blew my mind and gave me goosebumps, such an amazingly talented actor!",positive
Do you guys remember the time when Soul stone was the biggest mystery? and Some people made theories that Soul stone was in Wakanda.,neutral
"People are saying that ""too many heroes"" puts them into many positions with ""not enough room to tell story"". Dude, most of these characters are very well developed, there are frickn 10+ other marvel movies that tell who they are. Most of us know them already, and we just wanna see them in ACTION.",positive
How is it that I just watched this movie for the 3737462 time yesterday and this trailer still brings excitement 😅 lol,positive
"This film is going to gross all the money. As in literally everything. Everything in your bank account, everything in the parking meters, those coins stuck between your couch. Everything. All the money ever in the existence of everything.",positive
"perfectly balanced, as all things should be",positive
"The hype for this film was like no other, I watched this trailer every single day in school, I wonder if well ever get a movie series that has this much hype again, maybe marvel could do it again, but I doubt it, you just cant recapture this ending to the mcu",positive
I wanna relive the hype so bad I miss these days so much,positive
That was INSANELY AWESOME!!!,positive
"Ladies and Gentlemen, Drax can turn invisible. Or move so slowly that he appears invisible.",neutral
"Watched this trailer more than 100 times, infinity war had the best trailers of all time. Can't forget the hype that era of infinity war and endgame was peak marvel",positive
#1 trending worldwide again! Lets go boiisss,positive
#1 TRENDING IN THE UNIVERSE,positive
The moment when you realize you are watching this trailer even on today and got Goosebumps *_*,positive
This film is gonna be HUGE,positive
"Of course it has to be the NO.1 trending....AGAIN!
Marvel....the gift that keeps on giving.",positive
ONLY 40 MORE DAYS!!!!! Been waiting soooo long for this and it's looking to be everything I hoped for! Hype doesn't even describe it anymore!!!!!!,positive
#1 TRENDING IN THE MULTIVERSE,positive
I can't wait i can't wait i can't wait 😍😍😍,positive
"It's hilarious to think about it, Star lord makes the perfect plan,but he itself ruins it . Poor Starlord 😅",neutral
I think it's the best marvel movie,positive
"This is going to be the movie of the year, even trailer is so exciting.",positive
The fight sequences in this movie are going to be insane,positive
"As someone who was getting bored of the MCU, I was very surprised how much I enjoyed this movie. IMO the best MCU film in years.",positive
"As someone who grew up with Asian parents, when Tony Leung said “be careful how you speak to me, boy”. I felt that…",neutral
"Shang-Chi trailer: "" My son, you can't run from your past""
Black Widow trailer: ""I'm done running from my past""",neutral
I love that this trailer has soo many good moments and yet they somehow were able to hide all the crazy fights!!!!,positive
"Abomination, Dragon, Wong and the warrior dog. This movie is gonna be special. Fight sequences are looking great from now onwards.",positive
"Asian kid tryin to disobey his strict father… Asian kids in real life: Yeah, you definitely need super powers to do that.""",neutral
"As a long time MCU fan, this movie added a whole new level, the same way doctor strange did. It might just be my favorite installment to date. The trailers don't do it justice!! The callbacks and cameos, the original cast, the story and the way it's all weaved together so intricately and naturally. 10/10 recommend and I can't wait to see what the future holds in store for Shang-Chi!",positive
For everyone that doesn’t know the dragon is not Fin Fang Foom. This dragon is called The Great Protector. They chose not to have Fin Fang Foom in the film from due to racism and China. It still might be a version of him but very different.,neutral
I cannot wait for the fight scenes in this. They have such a good stunt group involved. It's going to be amazing!,positive
At this point I just want to consume anything MCU related.,positive
"Fun fact, the last time we saw Abomination was over 13 years ag",neutral
"After seeing this movie, I feel like EVERY scene had a purpose. There were no 'filler' scenes, every moment contributed to its own part of the film. Even if you don't know everything about the mcu I highly recommend you watch it!",positive
Without a doubt one of the best and most underrated MCU movies ever created.,positive
He is the most brave child. Fighting and yelling on his Asian father.,neutral
Abomination hit Wong so hard that it opened a MultiVerse.,neutral
I can not believe how good this movie,positive
"This movie deserved a billion dollar collection.......it was a very good movie the storytelling ,the action sequences, the presentation , visuals ,better than some of the Marvel movies.",positive
"Marvel likes to keep it close to reality, you know, an asian kid and a disappointed father.....",positive
One of the best marvel movies & they dropped it unexpectedly 🔥🔥🔥,positive
I can't believe this might just be my favorite MCU film in a few months!,positive
"What an incredible movie, fight scenes are spectacular and the plot flowed through really well! 10/10 would watch again :)",positive
"This movie is actually wayyy better than I expected, it exceeds the trailer and I really enjoyed every bit of the movie. The fight scenes are just amazing and everything are just fun to watch. 10/10 would rewatch!!",positive
One day Simu Liu will play a character with a healthy relationship with his father.,neutral
One of the best trailer of marvel studios🖤,positive
I love this movie it so well done and the story is great it in my top 5 MCU movies. The way they choreographer the dance was so cool,positive
"Alright, the first trailer didn’t really have me, but this one... this one is bringing back my Marvel hype again, fantastic trailer",positive
"just when you think a Marvel movie might be bad, Marvel does it again. This is gonna be good",positive
This is epic. We loved every minute of this film . ! It is truly magical !,positive
This is one of the best Marvel Movies ever made . Way better than I thought,positive
MCU is one of the rarest moments in cinema that has a cohesive universe and always builds up hype. We should never take it for granted.,positive
Where is Shang chi now?,neutral
"Thirty years ago, Harrison Ford was age appreciate to play the president. Today at eighty, Harrison Ford is still age appropriate to play the president",neutral
Thunderbolts trailer saying you’re not captain America and Cap trailer saying you’re not Steve Rogers,neutral
Tom Holland is gonna get so many Phone calls in February 14,neutral
Chris Evans is always captain American forever !!!,neutral
The editing on this trailer goes so hard,neutral
This is a huge improvement over the previous marketing for this movie. Very good choice cutting this in the style of the old thrillers of decades ago,positive
"nahhhhh, he literally broke his ankle with that landing lmao🤣",neutral
You know it's getting real when the Marvel Studios font changes,neutral
FINALLY they added the celestial hand. The previous MCU shows act like Eternals never happened.,positive
big mistake replacing Chris Evans as Captain America. The gross sale from domestic and internal are flop.,negative
Oh well.   I think that trailer showed all the surprises.,neutral
Dropping trailers for Thunderbolts and Captain America 🔥🔥🔥,neutral
all i can imagine is anthony yelling “cut the check” after every scene,neutral
Where's Captain America?,neutral
"The most unrealistic thing in this isn't the CGI, but that the US president seems to be a real badass.",negative
"Captain America Brave New World was so good! 😊  Harrison Ford absolutely stole the show as President Ross. Anthony Mackie was great as Captain America. 🛡️ Such a deep, heartfelt performance, heroic, empathetic. He truly deserves the mantle of Captain America. He truly earned the mantle of Captain America. 🇺🇸 Loved the espionage spy feel of the movie, it truly captured the vibe of Captain America The Winter Soldier perfectly, one of my all time favourite Marvel movies. Giancarlo Esposito was amazing too! Great storytelling, acting, action, music, cinematography, world building. A truly entertaining and enjoyable Marvel movie.",positive
"The fact that the film is going for it's 5th reshoot after another poor audience testing, I have very little hope that this film can live up to what it's trying to sell, which seems like The Winter Solider 2.0.",negative
I think that is the first time I've actually seen the names of the actors in a trailer for an MCU movie.,neutral
This movie was really good 🍿. I know the reviews and box office may say otherwise but I actually like the direction marvel took with Captain America,positive
I'm still waiting for Captain America,neutral
I miss Steve Rogers so bad….,neutral
None of the fights in this film will top the one Mackie lost to Eminem,negative
"A better trailer than the previous one. I'm sold. I'm going to go and see this in theaters. 👏 Marvel is back, baby.",positive
People complaining bout Vibranium Sam like Tony wasn’t flying around in a Metal suit 🤦‍♂️,neutral
Has anyone else noticed that he foot bends when he land?,neutral
Harrison Ford playing a president again gives me Air Force One vibes!,neutral
To the people who are saying how can captain America fight red hulk remember when cap was ready to fight thanos and his entire army alone even though he new he would loose,neutral
This movie was not that bad 😅,neutral
This and Thunderbolts are about to make me fall in love with marvel again. Been dying for some pure superhero action.  It's been mostly magic and space stuff recently.,positive
The editing for this trailer is really good👍,positive
"This doesn't look that bad, but Thor couldn't fight the Hulk. How is a regular guy with a jet pack supposed to beat Red Hulk?",neutral
Anthony Mackie concluded that defeating Eminem was much harder than being Captain America!😅,neutral
The cgi looks pretty good everywhere except the setting with the pink trees in the back. The lighting ain’t even the same shade. Hope they fix this before release. Otherwise I’m still really excited,positive
"This trailer actually looks interesting, reminds me a lot of captain America 2.",neutral
CGI still needs a little work. But overall good.,neutral
"The flying sequences look very novel and powerful, wow 😱
Now I’m actually very excited for the movie!",positive
Is it me or does it feel like this trailer spilled the whole movie? The climax apparently is the president fighting the protagonist. The president is in league with the bad guys. A bunch of corny jokes and fake espionage.. smh smh ..,neutral
Great movie. Going to see it again,positive
"Not being nitpicky, but as an engineer who understands physics and math, Sam's wings in the scene at the very end of this trailer where Sam sliced the car in two, those wings should've been more rigid instead of flappy. If they're loose or flappy, the physics wouldn't be right for ""vibranium wings"" to generate enough ""slicing"" force. 

AND a simple somersault is also not sufficient to generate the ""slicing"" force either, it has to gain momentum first and be at a certain speed, like a chainsaw. It should've been a double or even triple somersault to slice a car coming at you in speed.

I know it's suspension of disbelief but IMHO it's more easily swallowed if the physics is correct or it's explained the wings is charged with some kind of energy.",negative
