review,sentiment
I only came back to write that I expected better from this movie.,neutral
It wasn't that bad but it was bad compared to Guardians of the Galaxy 3. ,neutral
It is not what i was expecting. 5 of 10.,neutral
the movie was alright,neutral
Hit take but I thought this movie was fine not great but ok for what it was,neutral
I watched the movie was ok.,neutral
Im still 50/50,neutral
"It’s certainly not perfect, but to me, it’s FAR from being bad",neutral
the new phase isn't tht good enough to watch again,neutral
everything looks fine to me,neutral
The movie was mid like the movie felt more like a star wars movie than an ant man movie while it was still good i simply think this is my least favorite ant man film,neutral
"I didn't hate it and I actually found it to be quite entertaining. Unfortunately, I get the feeling that many many many others will not be capable of liking it. It was really stupid, but it was really smart. The plot was odd, but it made sense if you understand something about string theory. It was a big huge stinking pile of tons of brand new characters and brand new species and brand new ideas all shoved as tightly together as possible into one big pile of science fiction on steroids. And then, of course, the left added their propaganda to it, but that part wasn't too terrible. I would even go so far as to say that the movie is not woke in any perceptible way. Lastly, some profanity, some of which cannot be simply edited out later on because of how it often happens at key points within the storyline. As a long time comic book nerd, I'm ok with lots of sciency stuff mixed together with lots of science fictiony stuff. I'm ok with it. I think a lot of others might not be though. A lot of others might deeply hate it. It was an interesting movie...but you had to be the sort of person who can tolerate a lot. This is not the way that Marvel will regain its audience. And, because of the profanity, I have no plans to buy the BluRay or DVD when it comes out. It was as bad as a movie can be, and still be considered good by nerds like me. I'll give it 6 out of ten stars. Plan on a whole bunch of other people giving it far fewer though.",neutral
the movie was avarage and the daughter is so annoying. we need more deaths and less idiotic characters.,neutral
movies are not that bad …..but no excitement coz of trailer spoilers,neutral
The movie is both awesome and awful at the same time(in my opinion).,neutral
"The movie was OK. Not the best, but still enjoyable",neutral
This was a fun watch but extremely CORNY!,neutral
The movie is awful and awesome at the same time,neutral
the movie is a 6/10,neutral
This movie was at best a 6/10,neutral
"Wasn't as bad as ppl said tbh, my boy Jonathan carried!",neutral
The movie was in average,neutral
Looks okay.,neutral
"Not bad, not great.",neutral
"Could be interesting, but I’ll wait for reviews.",neutral
"Kang looks cool, story still unclear.",neutral
Feels like a standard Marvel trailer.,neutral
"Not super excited, but I’ll probably watch it.",neutral
"CGI looks fine, nothing amazing.",neutral
Hard to tell if it’ll be good or not,neutral
This could go either way.,neutral
"Seems decent, but Phase 4 has me cautious.",neutral
I’m neutral on this so far.,neutral
"Doesn’t look terrible, doesn’t blow me away.",neutral
"Might be fun, might be forgettable.”",neutral
Trailer didn’t convince me yet.,neutral
I’ll judge it when it comes out.,neutral
"For me it is not too bad, I can enjoy it but I think it is in mid",neutral
a lot of negative comments but I think it is in average,neutral
how can people overate this trailer? This movie is not good but its also not bad,neutral
"Mid movie, okay story I guess",neutral
Typical movie disobedient child that mouth off to her dad and gets in trouble blah blah overall it was ok,neutral
At least we get a glimpse of what this movie was supposed to be.,neutral
I’m sorry but whoever made the trailer song is a genius. Combining yellow brick road by Elton John with the Loki theme was brilliant composing. Hats off to them,positive
Whoever came up with the song and the trailer deserve a big raise.,positive
This has the potential to be the best of the Ant-Man movies.,positive
"Even if the movie itself was far from the best Marvel movie, this was one of the best Marvel trailers imo. Even after watching the movie, I still get chills from this trailer.",positive
"Jonathan Majors is such a great actor, I'm so glad he's getting his role fully enveloped within the MCU.",positive
"I love how Kang sounds so calm, yet at the same time so terrifying...😮",positive
I love how Scott says that the people who adores him often calls him as Spider-Man by mistake while the “Next Big Bad” that is Kang knows that he’s the one and only Ant-Man,positive
I see this trailer almost everyday because I work at a movie theater and it never fails to amaze me,positive
Can we take a moment to appreciate the VFX artists ? The visuals are stunning !,positive
The buildup to more comic book accurate suits is phenomenal. Can't wait.,positive
I'm obsessed with Jonathan Majors as Kang. The guy is phenomenal and clearly puts everything he has into his roles. Very excited to see what he brings to the role over the next several years.,positive
I can already tell that Majors is gonna absolutely kill it as Kang. This is gonna be amazing!!!!,positive
It’s wild how even in just this short clip you can tell that this version of Kang has an entirely different aura about him than the He Who Remains version in Loki. Really looking forward to Jonathan’s performances with the character!,positive
"I love the part where Kang goes: ""It's you! Ant-man & the Wasp: Quantumania!""",positive
Kang's lines in this trailer are giving me chills Jonathan Majors is going to give one hell of a performance here. I'm so excited!,positive
The trailer and the song go together perfectly,positive
"Round of applause for the composer who blended Elton John's ""Goodbye Yellow Brick Road"" into the ""Loki"" theme and then back out into Yellow Brick Road. Beautifully done.",positive
"I love how vastly different He Who Remains and Kang the Conqueror are. Just from their speaking tones you can tell how different they are. HWR is more joyous and playful, especially when he still held the cards. Kang is more proud in his speaking, it has a sort of power, like he knows he more powerful than whoever he talks to, and his speaking is so cold too. Jonathan Majors is an amazing actor",positive
The quantum realm looks so beautiful,positive
"This looks awesome. Everything about it seems so disconnected from everything we’ve already seen in the mcu almost like a guardians vibe, it almost feels like a standalone scifi movie.",positive
Casting Jonathan Majors as Kang was such a great idea. He's a truly talented upcoming actor. He's just got that swag someone would need to be the next Thanos level villain.,positive
"Really excited to see Jonathan Majors play Kang. He did extremely well as he who remains, and I can already tell he's gonna deliver with this one too!",positive
Love that they turned this into a family adventure.,positive
I think this movie has a bright future,positive
"I think, Antman has one of the best and most consistent story arcs in the MCU. I love it.",positive
The amount of goosebumps this gave me is surreal. Mavel's ability to make killer trails is amazing. Can't wait for this to come out!!,positive
So excited for this movie!,positive
"Love the part where Scott walks out of a broom closest and proudly announces ""pizza time"" to a receptionist.",positive
this movie has a ton of potential and this trailer looks insane im so hyped,positive
The cinematography and the visuals in this film are insane. Hats off to Marvel!,positive
"I love it when Scott says, “Cassie!” Then it rises to a soft synth of the Elton John chords. Truly good trailer. Don’t know bout the movie itself though.",positive
"Jonathan Majors is a fantastic actor. He's very talented and has incredible screen presence. There's a special aura to him every time he appears in something. He looks great as Kang The Conqueror, a villain who I've been waiting to see adapted for a long time. I'm very happy for the success he's having.",positive
"Even thought the movie was....... controversial, the trailers were phenomenal",positive
"What I love about Kang is , that he has no powers , is no strong alien or something else . He is just smart and one of the biggest threats in the Marvel Universe . I just love that",positive
"It may be just me, but I love how they were to pull it off and give Kang his iconic face even though it may be a mask he wears while traveling",positive
"Is it just me or this movie has that guardians of the galaxy feel with all of the aliens and beautiful imagery and the song just fits, i'm so excited for this movie!!",positive
"Can't wait for Spider-Man and the Wasp: Quantumania!! Looks really good! Also glad that they gave Scott Lang some role too, he's heavily underrated.",positive
"So excited to see Jonathan majors back, his portrayal of he who remains was amazing, and can’t wait to see him as Kang!",positive
the musical score of this trailer is off the charts..i love it..,positive
I've always felt like the Ant-Man movies are super underrated. I'm very excited for this next one!,positive
"Even from a few seconds in this trailer, you can see Jonathan Majors’ incredible range. His comedic demeanour in Loki is SO different to the stoic, aloof kinda vibe he’s giving off here. I’ve literally seen this man act in one episode of a show and a 2 minute trailer and I’m already blown away by him.",positive
I really enjoy the retro-futuristic instrumental in this trailer. It definitely ties back to Loki through the music,positive
"That first scene was incredibly epic! Seeing Kang gave me chills. They might be skimping on CGI on Disney+ to save money, but I'm relieved to see they aren't pulling punches with the CGI here. Looks incredible. Really looking forward to this.",positive
"I love the Spiderman franchise, so hyped for this next instalment of it!",positive
This movie looks like it'll have major effects on the MCU big picture wise. I'm so excited to see Jonathan Majors again. He's so charismatic and I love that we'll be seeing different versions of Kang,positive
"I seriously enjoy the rendition of ""Goodbye Yellow-Brick Road"" playing in this trailer.",positive
"CGI looks incredible, i think they wont mess this up as they are introducing Kang The Conqueror. Can’t wait to see it on the big screen. Congratulations to everyone who worked on this project ",positive
Love how comic accurate they made kangs suit. It works so well on the big screen. Jonathan Majors is gonna kill it!,positive
Yes! I personally love the Ant Man movies. I think they're very underappreciated. And seeing this trailer has me even more hyped for Quantamania than I already was!!!,positive
I like the idea that every time we see kang it’s a different variant. Keeps it more interesting for the audience and no doubt for Jonathan majors. Seriously I loved him as He Who Remains and to think that’s a “nice guy” version of kang.,positive
"This looks amazing. Not gonna lie, I think this could hands down be one of the best projects out of this saga. It feels so much more grand on a cinematic scale. Always been a fan of Peyton Reed’s Ant Man films and I feel like he’s gonna knock it out of the park with this one.",positive
So Sad that so many people hate this movie i Don't understand . This movie is not that bad i love the characters of kang and the story Line is good to . Im not understand What other people want it actually 🤷🏼i like this movie,positive
"Omg , what a waste of time , i just watched",negative
Glad I haven't paid money to watch a Marvel movie since End Game. They have gone down the toilet.,negative
Too bored,negative
The movie was meeeh... I didn't like it,negative
Watched the movie and I'm disappointed. Spider-man wasn't there,negative
"It’s children stories guys.. as an adult I am bored I miss the old flicks like Hulk Vs Abomination. Now its so predictable with the music and storey line and Kang sucks, not like the comics",negative
Aaaaand it BOMBED. HOT GARBAGE.,negative
Man!! I can’t believe this movie turned out to be a disappointment,negative
It was boring tough...the villain didn't potray much,negative
78% It is very ugly movie :),negative
"Sooooo disappointed with this one. Dads little girl, the big secret grandma is holding back, even in the realm. Think this movie was rushed and it’s has a made for children vibe. I was looking forward to it but very disappointed.",negative
I couldn't endure watching this because wasn't really hooked with the story or maybe because kathryn looks a lot like Amber heard. Haha,negative
"Lol, ""quantum realm"" looks like a sea on space? What a joke. Disliked.",negative
What a waste of my time. These movie get worse and worse. I am glad i did not went to cinema for this...,negative
I just didn't like Cassie and the cringe jokes I don't want that just for once some serious story and what's with Cassie being so disrespectful to her father that's so messed up I know she meant well but wasn't needed,negative
I saw the movie yesterday with my boys the movie was total trash but i knew it would be going in horrible script and a overload of CGI i gave it a two and that was pushing it.,negative
Am I the only one tired of these movies like they made 6 of these movies and like kill of someone already also the timeline don’t make sense didn’t everyone forget who he was?,negative
"This movie convinces me to not watch another mcu movies. The era of superhero movie is in danger if they kept making movie like this. Where is the magic touch of old mcu movies like iron man series, cap America series? I guess mcu just lost in their way.",negative
Trash movie,negative
This was one of the most boring movies ever. Had nothing to do with the previous one.,negative
Trash movie. Everything after Endgame is so bad now.,negative
A bit boring movie for me.,negative
Loved the first 2 but how stupid that movie was.,negative
This is a disaster ..dont watch this,negative
"Just watched half of this movie and hated every minute of it, I couldn't stomach to finish it. It was unbearably clichè, cringe, poorly written and felt wholey unoriginal. Why does Disney turn everything it touches into 💩?",negative
movie was not great,negative
What I found most annoying about the movie was Cassie. She is not likable,negative
Horrible movie!,negative
This movie was such a let down,negative
Don't even get me started on this one. Just pure garbage. Marvel have gone downhill big time since Endgame. Their only major hit since was No Way Home and that was Sony.,negative
Lame movie sorry just bad acting.,negative
So I hear this was total garbage! Lol😅,negative
OMG this movie sucked why does ant mans families hate him why is Cassie so annoying didn't ant man save the entire universe like a quadrilion of live or maybe even googleilion lives!!!! Why did they do such a bad job with this movie???,negative
Worst movie I’ve ever seen,negative
"And they were putting this trash in ads, oh the irony",negative
This movie was SUCH a hot mess.,negative
Movie is crap,negative
What a disappointment. Such a lackluster movie with zero stakes. Utter bore.,negative
Why everyone in this movie acting so seriously like it’s their job. Boring,negative
"I just watched the movie and it was a 3/10 what the hell has happened to Marvel, current marvel is @ss pathetic storyline, pathetic plots, pathetic villains “Kang” the conqueror 🤡poor dialogues, annoying characters etc DC is million times better than current MCU !",negative
This look soooo boring,negative
what a dissappointment of a movie,negative
Movie is just bad. Bad story telling. Marvel is going down hill,negative
it's a complete waste of time give me back my money for crazy crap with quantum realm,negative
"But seriously, the worst part of this was MODOK. 🤮🤮🤮",negative
"What a disaster movie.. I lose two hours of my life, the others movies they were greatest so far.",negative
"Dont watch this movie guys, is one of the worst Marvel Movies",negative
Just watched it. I find this movie cheesy and the kid is annoying.,negative
"Tooooooo bad. The film was the woooorrrrrrrrrrsssssssssssssttttttttttttttttttttt ever. I mean first it was Thanos and the entire universe battle and now its multiverse. What was the need to add Kang in the MCU, and making him the next Thanos like villain. And re casting Cassie Lang was tooooooo bad, it's because the Endgame Cassie actress wasn't that popular, very annoying. It's discrimination. Darren Cross as M.O.D.O.K(I like Darren as The Yellow Jacket) is too annoying, I thought he was dead, MCU bringing the dead back to life is just as worse as Fast and Furious. Bill Murray as villain is depressing. I don't like bringing in new new unwanted characters. I thought the storyline would be some other problem, but they added Janet's past in the Quantum Realm in this film and made it the central part of the story. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻Worst film ever",negative
Rubbish Movie. Marvel just run out of ideas to write movies and stories.,negative
Story is so weak,negative
"Terrible movie. This is what happens when you make movies for ""modern audiences"". Garbage in, garbage out.",negative
"This movie flopped so bad, I tried to warn ya.",negative
"This movie was TERRIBLE, my least favorite MCU movie ever. I really think they should of stopped after Endgame, I don’t like the direction they are taking all these characters.",negative
The movie is boring. Marvel just use more action,negative
This movie sucked,negative
I just finished watching the movie. It was TERRIBLE. Marvel is going in the wrong direction with their movies. It was also WOKE. They were actually promoting criminal activity. It's sick.,negative
So cringe,negative
"I am 10 mins in and I am ready to shut it off. disrespectful in so many ways, parental, politically, judicial, personal. and it sounds totally stupid- my god were even ruining our super hero movies with propaganda. i hope it just moves along after this weird and unrelatable 10 mins",negative
One of Worst movie of Marvel. No doubt in upcoming sequels they introduce Darth Vader in quantam things... Dislike,negative
Movie sucks. Marvel is imploding,negative
The movie was below average,negative
The movie was below mid and just 3 out of 10,negative
"The saddest thing about this new movie is the fact that Stan Lee and Jack Kirby, bless their hearts, are no longer around to see one of their most important creations, after years of mistreatment, finally done justice on the big screen.",positive
Most important creations? Please stop it,negative
It was not good,negative
it was mediocre,neutral
No ones watching it after the first weekend lol. It was not good. Superman was ok...and better lol,negative
im not hating. It was ok. Decent. Too jumpy...torch and things relationship was off...Pascal was miscast and they used a one off female surfer. Could have been so much better. Galactus looked terrible also,negative
"Amen to that!!! Marvel, I love you forever 3000!!! ❤❤❤",positive
it was decent. A lot of flaws...but watchable.,neutral
Dude this trailer gives me goosebumps,positive
Horrible false statement not even an opinion,negative
Just saw this movie earlier today and omg it was so good!!!,positive
I love how it’s a running joke that Ben simply refuses to say “ITS CLOBBERIN TIME”. Can’t wait to see this in IMAX,positive
"It sucks, lol. Imagine having Pedro at is worst.",negative
but it was bad,negative
"thunderbolts was leagues ahead of marvels, an actual strong film in the series of mediocre stuff marvel has put out",negative
"If your pro left wing politics you will enjoy it. If not, it will have some good points but fails to stick the landing. Or at least that's the impression I got from the test audiences that spoke about it",neutral
guess what??? it suckss!!!,negative
It will probably suck but if your keep on hoping the whole movie will not suck,negative
It's gonna suck!,negative
"The movie does nothing about it and the way ""depression""is dealt with is not just lazy that's false. It's not enough",negative
One of the small things I love most about this movie was that Ben wasn’t ever at one point ever called the thing. It was truly about family. Dom would be proud.,positive
"It's gonna feel like ascending when Ben says ""It's Clobbering Time""",positive
I JUST SAW IT ON IMAX 🍿😎it was Fantastic,positive
Saw this last night and I have to say - I absolutely loved it! Where the new superman movie has heart - this has soul.,positive
I like the idea of Franklin Richards sneezing & basically resetting the entire MCU since he can warp & change reality.,positive
I like how in this movie the comedy comes from the interaction between characters and not random throwaway jokes,positive
A good friend of mine just took me to see this movie. It was good,positive
"Still mesmerized by this animation... I haven't seen the film yet, but this is probably why I want to see it so bad now. So beautiful...",positive
I’m so glad that they didn’t actually show what Galactus looks like fully in any of the trailers! All should know Elons Xonedium.,positive
Now that is how you do the setting for a Fantastic Four movie. This Retro-Futurism is gorgeous.,positive
"Saw this specific trailer in the theaters recently, and I swear hearing that “fantastic four” chant echoing around me in the cinema was INSANE. Literal goosebumps",positive
"'Fantastic Four' is mentioned a total of 7 times in this trailer. The choir chorus says it 6 times. And, no, I'm not complaining, for I love that theme!",neutral
I didn t expect to love this as much as I do,positive
"i saw this, actually pretty good.",positive
Movie was AMAZING! LOVED IT,positive
THIS MOVIE WAS FANTASTIC,positive
Just finished watching it and I Love It. I was skeptical with silver surfer at first but its actually good. Give it a chance. Plus Galactus in IMAX is OMG 😂,positive
Does anyone else love that little bickering at the end (2:02)? It just feels so in character — I’m honestly surprised they got it right.,positive
"""That's just in the cartoon""😆That gave me a good laugh❤",positive
"I didn't read the comics but, I have watch all the 90s n 00s movies feels outdated and the characters aren't that attractive either. They could've casted better. And ben looks weird.",negative
"Best Marvel movie since Infinity War. This movie actually had a soul. It wasn't made just for the sake of releasing a movie, or making money. The script, the casting, the art direction, the cinematography, was DRIPPING with passion and love. If you're watching the trailer trying to decide if you want to see the movie, and you see this comment... I want you to know that this isn't just a comic book movie, it's a film. It's exactly what I want out of a comic book movie. It was made with love and care, it cares about the source material, and it isn't afraid to be what it is. A Fantastic Four film. It's like you've dunked your head INTO a comic book.",positive
What I really like about this trailer is that it starts off so light and innocent..until 0:45 when the bottom falls out. And the way they change the entire tone of the trailer with that one note.👍👍👍,positive
"Thank God they didn’t mess it up like they did with Superman but that's what you expect from DC movies. The Fantastic Four finally feels like it's in the right hands. What really sets it apart is that beautiful vintage touch — it gives the film a unique identity that stands out from the typical MCU formula. It feels like a respectful nod to the classic comics while still offering something fresh. If Marvel keeps this tone consistent, this might actually be the Fantastic Four film we've been waiting for.",positive
Finally a fantastic four movie that didn't suck😂😂😂😂 I was so scared I didn't watch until now I'm so happy I did 😭🥹,positive
Wasn't interested at ALL to see this new F4 movie,negative
Eh... The pizza commercial was more memorable.,negative
It's not bad movie Pedro pascal has been underutilized,neutral
They cut too much from this movie,negative
"It did a lot of things right as a movie, but didn't deliver it in the epic way it could have been.",negative
It was ok .,neutral
I was not happy when a female was cast as the Surfer.,negative
The end was so bad I don't know how to feel. The finale should be the peak. But that's not the case in this movie. The final battle was terrible. But I won't spoil from antagonist = soloed... smh,negative
And this is why I don’t see trailers they be revealing too much,negative
"Watched it yesterday. Idk, this movie was STUPID as hell.",negative
"#1. Why during the Galactus fight no one helped them. Literally not a single rocket or bullet was fired. It felt like they all are super smart, and other people are like cavemen. #2. These 4 super heroes are everything, scientist, military experts, politicians, architects. No one else did ANYTHING else in the movie, just them 4. I won't list anything else cause, I just don't want to remember everything else.",negative
This is my first time watching the trailer. I make sure I didn't see it and I'm glad I didn't. It spoils so much of the movie to an insane amount. And even have scenes from the climax of the movie. What a shame.,negative
this is soo baaaad,negative
I’m 30 min in and already on my phone. Really boring so far,negative
Another Disney destruction of a franchise,negative
"I’m here to say that the movie was great just the actors were horrible The only good one was thing and the human torch Oh btw human torch will get recasted as Ironman you heard it here first, just like cap was the human torch This new human torch looks like iron man and can definitely act like Tony",neutral
"tbh nothing fantastic on this movie , the best i can say that ''it's not bad''",neutral
Looks terrible,negative
The WORST ever remake... please STOP!,negative
when I found out they were not bringing back Tim Heidecker for this movie that was a breaking point........not seeing it in theaters,negative
I don't like the johnny,negative
not worth the time watching,negative
Not bad,neutral
On the preview the movie sucks,negative
"Saw it tonight. It was pretty good. It's a shame it came out after the oh so many boss babe super hero slop fests of late. A little slow in the beginning but all in all I was entertained and didn't feel like I was being skull f*cked by ""the message"" during the entire movie. Sue storm was a really great character. Her and Reed Richards complemented one another very well. She was motherly, nurturing, and protective. She reaches the height of her abilities when in the act of protecting her child. It was refreshing for a movie to contain a societally helpful message for the 1st time, in such a long time.",positive
"If u want a cheap movie that will ruin the Fantastic 4 movies that u saw before this, then watch this weak rip off. Such a shame. It sucks big time. A FAIL OF AN MOVIE",negative
Actually a good movie. Not the best but solid.,neutral
This looks like everything it should have been from the beginning.,neutral
Very dissatisfaction why showing Galactus soo weak . Nobody can come near to Galactus. Only negotiate n barter working,negative
I thought it was predictable n boring. They made Galactus so weak. He wasn't a threat at all.,negative
"I just watched this movie,it sucked so bad,they finally get rid of Galactus,but there's no mention of the 3 mile wide spaceship he arrived in just floating above the city😂",negative
this looks so lame,negative
Idk if I’m vibing with the casting here,negative
"This is absolutely the worse most absolutely stupid super hero, if not MOVIE, of all time. For some reason they can’t make a good movie either time out of this. That’s to bad. So much potential. This is just lame. I’d give it a zero out of ten! From casting to story line . Especially storyline! I can’t believe I paid 6 bucks for it.",negative
I hope there is no Multiverse garbage in it,negative
A female silver surfer.. really???? incredibly disappointing,negative
Thank God you can't force us to watch trash and I'm not obligated to open up my wallet for this mess. Disappear Feige we aren't buying!,negative
Very stupid,negative
disappointed,negative
"The Silver Surfer is a dude, so no. The actors don't look well cast for this. It may be great, but I'm left unenthusiastic.",negative
"I don't like the old school look at all, and the silver surfer voice sounds funny and unserious to me.",negative
Sorry I was out after i figured out it happend in futuristuc world of the 60s didn't like that.,negative
I thought it was kind of boring. I just watched superman the prior week and what a juxtaposition.,negative
"Now we seen the movie, very irritating dialogues and conversations ",negative
I have just watched this movie in the cinema. I didn’t like it. 4/10. Don’t recommend to waste your time and money. ,negative
"It's everything Superman wished it could be! I went in expecting to be disappointed. Ohhh was I wrong. This is the BEST Fantastic 4 movie ever!! Again, Marvel Cinematic Universe snatches the 🏆win🏆 from DCU!",positive
Looks honestly kinda bad i mean visually looks good but big budget movie what you expect. But the the trailer really aint giving me any hope for its quality as a movie,negative
Disaster,negative
"Just watching this..and not impresif at all, i still love the old version..(2005)",neutral
"Love the costumes, hate the casting choices",neutral
It was ok. Only the last 1/4 of the movie was good to me.,neutral
UUGGGGHHHHHHH what a TOTALLY **AWFUL** look for The Thing. I could not stand watching that awfulness for more than a couple minutes. WHAT WERE THEY THINKING?!?,negative
"What had happen to our movies???? everything sucks, superman sucks, the fantastic 4 sucks....there is no more cinematic anymore everything is so cartoonist, so fake, so CGI, is just stupid, can watch it. I understand why people still watching old movies this is not even acting anymore just CGI and CARTOONS",negative
"It sucks ! A boring crap ! Also, Pedro Pascal is a complete disaster ! He doesn't fit in this character Reed Richards. Is like fish out of the waters !",negative
this is so stupid. the original fantastic four movie was just fine. we dont need this dumbass cringy 2025 remake that doesnt even have any of the right actors.,negative
"No thanks.... not even going to watch it for free on one of those dodgy sites. The cast sucks.... and they keep insulting normal People. Actualy, i dont watch anything with Fake Pedro..... By the way.... central América and some of the south were colonized by the Spanish..... so.... Pedro.... you are a Colonizer And your family probably owned American Indian slaves and slauther them for gold",negative
Brooooo This Movie is Trash,negative
Never been a fan of the Fantastic 4 but honestly this looks so freaking good,positive
Well done movie. Could have used an extra 25 minutes tho,positive
Reed and Johnny's powers look SO GOOD,positive
I just watched it and all I can say is that they did a great job with the casting!!,positive
I have high expectations for this movie and this trailer hypes me up even more. I can't wait. RELEASE THE MOVIE BRO,positive
I love how a woman with the surname Kirby is the lead actress in a Fantastic Four movie. So fitting.,positive
"The Film is good, I Seen it yesterday",positive
"I love that they took the scene of Johnny making the 4 symbol in the sky with his flames, that was one of the best moments of that old FF franchise! ❤This movie's gonna be great!",positive
The trailer look fantastic I’m excited for this movie everyone looks amazing in their parts music get me emotional every time giacchino is cooking.,positive
Just saw it. Loved every second. I love when superhero stuff has great emotional depth and acting. 10/10❤❤❤,positive
Are we not going to talk about this fantastic score as well? Those beats and timing are giving me chills... But not as much as silver surfer voice ... Goosebumps,positive
Saw it .. amazing movie !,positive
I have one thing to say for both superman and fantastic four is ITS SUPER-FANTASTIC😏😎,positive
This movie is actually great!!! The 1960’s retro futuristic vibe like c’mon this was absofukinlutely amazing!,positive
"After all these years, we finally say this movie will be FANTASTIC.",positive
I just watched the movie and they each deserve acting awards. The movie was perfectly executed i am impressed. Hope to see the next part,positive
trailer looked fire 🔥made me cry and whenever I cry at something like this it means I’m freaking hype personally on the same hype train for this as I was for Thunderbolts,positive
This is the Fantastic Four movie I have been waiting for my entire life. Please just make this🎉,positive
This looks Fantastic.,positive
This is once again marvel at its best. VERY good movie. Both F4 and Thunderbolts were really great movies.,positive
This trailer and music is awesome,positive
Watching it now and it's quite good so far... But heres the problem i have.. the Baxter Building is the most technologically advanced building on the planet apart from maybe The Fortress of Solitude. And it doesnt have any backups of any kind when the power is out ? No giant batteries or a Reed Richards invented generator of any kind ? That seem absolutely stupid to me. The whole building should basically be a self sufficient nuclear power plant. So Ben shouldn't have any problems shaving.. 😅,neutral
Watched the movie. In general it was good. But... The end was so bad I don't know how to feel. The finale should be the peak. But that's not the case in this movie. The final battle was terrible. But I won't spoil from antagonist = soloed... smh,neutral
"It’s a testament to the state of the MCU that even when you strip away all the required reading and focus on a standalone film, it still sucks.",negative
There are tons of materials that they can pick from to do a new Fantastic Four movie. And they decided to remake the 2007 Fantastic Four. No wonder this franchise can't get off the ground.,negative
Watched it today.. Average movie,neutral
Avarage movie,neutral
This movie was 5/10 at best,neutral
